XP_022313813.1	GO:0005975,GO:0016853,GO:0044281
XP_022342352.1	
XP_022342350.1	
XP_022342353.1	
XP_022335366.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022345178.1	GO:0008150
XP_022345243.1	GO:0003674,GO:0005575,GO:0007165
XP_022345244.1	GO:0003674,GO:0005575,GO:0007165
XP_022345137.1	GO:0003674,GO:0005575,GO:0007165
XP_022337573.1	
XP_022344577.1	GO:0016746
XP_022345501.1	
XP_022343550.1	GO:0005634,GO:0032991,GO:0065003
XP_022343547.1	GO:0005634,GO:0032991,GO:0065003
XP_022343549.1	GO:0005634,GO:0032991,GO:0065003
XP_022345405.1	GO:0003677,GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022342514.1	GO:0003674
XP_022286355.1	GO:0006520,GO:0016810,GO:0034641
XP_022286356.1	GO:0003674
XP_022345325.1	
XP_022337971.1	GO:0005575
XP_022337970.1	GO:0005575
XP_022337969.1	GO:0005575
XP_022345624.1	
XP_022343474.1	GO:0016491
XP_022343475.1	GO:0016491
XP_022335538.1	GO:0003674
XP_022335539.1	GO:0003674
XP_022345798.1	
XP_022341870.1	
XP_022341869.1	
XP_022341871.1	
XP_022341872.1	
XP_022341875.1	
XP_022341877.1	
XP_022341873.1	
XP_022341878.1	
XP_022341876.1	
XP_022343545.1	
XP_022343544.1	
XP_022343543.1	
XP_022338254.1	
XP_022336665.1	
XP_022337685.1	GO:0000278,GO:0003674,GO:0005622,GO:0006950,GO:0009056,GO:0032991
XP_022337684.1	GO:0000278,GO:0003674,GO:0005622,GO:0006950,GO:0009056,GO:0032991
XP_022335814.1	GO:0003674,GO:0007165,GO:0032991
XP_022338740.1	
XP_022338741.1	
XP_022339185.1	GO:0005575,GO:0022857
XP_022286161.1	
XP_022340382.1	GO:0006464,GO:0016301,GO:0043167
XP_022340380.1	GO:0006464,GO:0016301,GO:0043167
XP_022335815.1	
XP_022345557.1	
XP_022336663.1	
XP_022342055.1	GO:0003674,GO:0005622,GO:0032991
XP_022342053.1	
XP_022341169.1	GO:0003677,GO:0009058,GO:0034641,GO:0043167
XP_022345834.1	
XP_022338046.1	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0042254
XP_022345282.1	GO:0016491,GO:0043167
XP_022345281.1	GO:0016491,GO:0043167
XP_022341431.1	
XP_022341432.1	
XP_022341430.1	GO:0003674,GO:0005737,GO:0006790,GO:0022607
XP_022335464.1	GO:0000278,GO:0005856,GO:0006464,GO:0007010
XP_022335463.1	GO:0000278,GO:0005856,GO:0006464,GO:0007010
XP_022341584.1	GO:0003674,GO:0005622,GO:0006464,GO:0032991
XP_022341585.1	
XP_022338132.1	GO:0005794
XP_022345133.1	GO:0005623,GO:0016192,GO:0032991
XP_022346043.1	GO:0003674,GO:0006259
XP_022344634.1	GO:0003735,GO:0005840,GO:0006412,GO:0042254
XP_022344633.1	
XP_022345105.1	
XP_022345106.1	
XP_022345107.1	
XP_022345108.1	GO:0005886,GO:0022857
XP_022340287.1	GO:0005575,GO:0006629,GO:0009058,GO:0016491,GO:0043167
XP_022340286.1	GO:0005575,GO:0006629,GO:0009058,GO:0016491,GO:0043167
XP_022335816.1	
XP_022340288.1	
XP_022340289.1	
XP_022337608.1	GO:0003674,GO:0007165
XP_022337610.1	GO:0003674,GO:0007165
XP_022341560.1	GO:0005815,GO:0005929,GO:0008150
XP_022341559.1	GO:0005815,GO:0005929,GO:0008150
XP_022341561.1	GO:0005737,GO:0006520,GO:0009056,GO:0032991
XP_022343852.1	GO:0043167
XP_022336641.1	
XP_022336640.1	
XP_022286278.1	
XP_022345403.1	
XP_022346026.1	
XP_022346025.1	
XP_022335818.1	
XP_022343323.1	
XP_022343324.1	
XP_022343315.1	GO:0005575,GO:0022857
XP_022343314.1	GO:0005575,GO:0022857
XP_022343317.1	GO:0005575,GO:0022857
XP_022343318.1	GO:0005575,GO:0022857
XP_022343320.1	GO:0005575,GO:0022857
XP_022343319.1	GO:0005575,GO:0022857
XP_022343321.1	GO:0005575,GO:0022857
XP_022343325.1	
XP_022342642.1	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0042254
XP_022342641.1	GO:0016491,GO:0043167
XP_022342640.1	GO:0016491,GO:0043167
XP_022341550.1	
XP_022341553.1	
XP_022341551.1	
XP_022341548.1	GO:0003674,GO:0005737,GO:0006790,GO:0022607
XP_022341549.1	GO:0003674,GO:0005737,GO:0006790,GO:0022607
XP_022335373.1	GO:0000278,GO:0005856,GO:0006464,GO:0007010
XP_022335372.1	GO:0000278,GO:0005856,GO:0006464,GO:0007010
XP_022341409.1	GO:0003674,GO:0005622,GO:0006464,GO:0032991
XP_022341410.1	
XP_022343162.1	GO:0005794
XP_022344077.1	GO:0005623,GO:0016192,GO:0032991
XP_022286234.1	GO:0003674,GO:0006259
XP_022344266.1	GO:0003735,GO:0005840,GO:0006412,GO:0042254
XP_022344264.1	
XP_022344134.1	
XP_022344136.1	
XP_022344135.1	
XP_022344137.1	
XP_022344138.1	
XP_022344139.1	GO:0005886,GO:0022857
XP_022338978.1	GO:0005575,GO:0006629,GO:0009058,GO:0016491,GO:0043167
XP_022338977.1	GO:0005575,GO:0006629,GO:0009058,GO:0016491,GO:0043167
XP_022338975.1	
XP_022338979.1	
XP_022335820.1	
XP_022338471.1	GO:0003674,GO:0007165
XP_022342104.1	GO:0005815,GO:0005929,GO:0008150
XP_022342103.1	GO:0005815,GO:0005929,GO:0008150
XP_022342105.1	GO:0005737,GO:0006520,GO:0009056,GO:0032991
XP_022346095.1	GO:0043167
XP_022336774.1	
XP_022336773.1	
XP_022342361.1	GO:0003674,GO:0065003
XP_022345461.1	
XP_022344673.1	
XP_022335703.1	
XP_022335705.1	
XP_022335702.1	
XP_022335704.1	
XP_022335700.1	
XP_022335701.1	
XP_022345861.1	
XP_022345328.1	
XP_022335821.1	
XP_022339613.1	
XP_022339614.1	GO:0007010
XP_022339609.1	GO:0003677,GO:0005634,GO:0006259,GO:0006950,GO:0009058
XP_022339610.1	GO:0005856,GO:0008092,GO:0008283
XP_022339611.1	GO:0005856,GO:0008092,GO:0008283
XP_022335822.1	GO:0043167
XP_022337138.1	GO:0006464,GO:0016301,GO:0043167
XP_022337139.1	GO:0006464,GO:0016301,GO:0043167
XP_022337140.1	GO:0006464,GO:0016301,GO:0043167
XP_022337141.1	GO:0006464,GO:0016301,GO:0043167
XP_022337142.1	GO:0006464,GO:0016301,GO:0043167
XP_022337295.1	GO:0002376,GO:0003674,GO:0006950,GO:0007165
XP_022344712.1	
XP_022335823.1	GO:0008150
XP_022345270.1	
XP_022345269.1	
XP_022338474.1	
XP_022338475.1	
XP_022338610.1	
XP_022338611.1	
XP_022338609.1	
XP_022338604.1	
XP_022338600.1	
XP_022338603.1	
XP_022338602.1	
XP_022338601.1	
XP_022338607.1	
XP_022338608.1	
XP_022338605.1	
XP_022338606.1	
XP_022342383.1	
XP_022335515.1	GO:0003674
XP_022335516.1	GO:0003674
XP_022335518.1	GO:0003674
XP_022335519.1	GO:0003674
XP_022335520.1	GO:0003674
XP_022335521.1	GO:0003674
XP_022335522.1	GO:0003674
XP_022335525.1	GO:0003674
XP_022335524.1	GO:0003674
XP_022335526.1	GO:0003674
XP_022335527.1	GO:0003674
XP_022335529.1	GO:0003674
XP_022335528.1	GO:0003674
XP_022335531.1	GO:0003674
XP_022335530.1	GO:0003674
XP_022335533.1	GO:0003674
XP_022335532.1	GO:0003674
XP_022338062.1	GO:0016491
XP_022335695.1	GO:0003674
XP_022335830.1	GO:0008150
XP_022335831.1	GO:0003677,GO:0009058,GO:0034641
XP_022286126.1	GO:0003674
XP_022342924.1	
XP_022342923.1	
XP_022342926.1	GO:0043167
XP_022342927.1	GO:0043167
XP_022342930.1	GO:0043167
XP_022342925.1	GO:0003674,GO:0007165
XP_022343631.1	
XP_022343615.1	
XP_022338044.1	GO:0003674
XP_022345033.1	GO:0003674
XP_022345034.1	GO:0003674
XP_022338547.1	GO:0003674,GO:0005575,GO:0007165
XP_022335832.1	
XP_022344871.1	GO:0003674
XP_022344872.1	GO:0003674
XP_022337745.1	GO:0003674
XP_022343654.1	
XP_022344596.1	
XP_022344600.1	GO:0043167
XP_022344598.1	GO:0003674,GO:0007165
XP_022344597.1	GO:0003674,GO:0007165
XP_022344599.1	GO:0003674,GO:0007165
XP_022344601.1	GO:0043167
XP_022344602.1	GO:0043167
XP_022336733.1	
XP_022337162.1	GO:0003674
XP_022342992.1	GO:0003674
XP_022335833.1	
XP_022338131.1	GO:0016491
XP_022339889.1	GO:0003674
XP_022339865.1	GO:0003674
XP_022339888.1	GO:0003674
XP_022339886.1	GO:0003674
XP_022339887.1	GO:0003674
XP_022339885.1	GO:0003674
XP_022339883.1	GO:0003674
XP_022339881.1	GO:0003674
XP_022339882.1	GO:0003674
XP_022339880.1	GO:0003674
XP_022339878.1	GO:0003674
XP_022339876.1	GO:0003674
XP_022339879.1	GO:0003674
XP_022339877.1	GO:0003674
XP_022339875.1	GO:0003674
XP_022339874.1	GO:0003674
XP_022339873.1	GO:0003674
XP_022339872.1	GO:0003674
XP_022339871.1	GO:0003674
XP_022339870.1	GO:0003674
XP_022339869.1	GO:0003674
XP_022339867.1	GO:0003674
XP_022339866.1	GO:0003674
XP_022344610.1	
XP_022344608.1	
XP_022344609.1	
XP_022339965.1	
XP_022339958.1	
XP_022339959.1	
XP_022339960.1	
XP_022339961.1	
XP_022339968.1	
XP_022339963.1	
XP_022339962.1	
XP_022339966.1	
XP_022339967.1	
XP_022339969.1	
XP_022339970.1	
XP_022345515.1	
XP_022345516.1	
XP_022335837.1	GO:0008150
XP_022338589.1	
XP_022337636.1	GO:0002376,GO:0003674,GO:0006950,GO:0007165
XP_022340740.1	GO:0006464,GO:0016301,GO:0043167
XP_022340741.1	GO:0006464,GO:0016301,GO:0043167
XP_022335839.1	GO:0003674
XP_022341671.1	
XP_022345520.1	
XP_022337188.1	
XP_022337174.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022337173.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022337172.1	GO:0006464,GO:0043167
XP_022337184.1	GO:0004518
XP_022337192.1	GO:0003674
XP_022337180.1	
XP_022337170.1	
XP_022337169.1	
XP_022335842.1	
XP_022337185.1	GO:0003674
XP_022337191.1	
XP_022337189.1	
XP_022337176.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022337175.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022337177.1	GO:0005794,GO:0016192,GO:0031410,GO:0032991
XP_022337171.1	GO:0006464,GO:0043167
XP_022337183.1	GO:0004518
XP_022337182.1	GO:0003674
XP_022337181.1	GO:0003674
XP_022337179.1	GO:0003674
XP_022337187.1	
XP_022343767.1	GO:0005575,GO:0006464,GO:0006629,GO:0009058,GO:0016757
XP_022345063.1	GO:0003735,GO:0005739,GO:0005840,GO:0006412,GO:0042254
XP_022343735.1	GO:0007034
XP_022343736.1	GO:0003674,GO:0007165
XP_022343737.1	GO:0003674,GO:0007165
XP_022343738.1	
XP_022343507.1	GO:0005737,GO:0005815,GO:0007010,GO:0008092,GO:0032991
XP_022343508.1	GO:0005737,GO:0005815,GO:0007010,GO:0008092,GO:0032991
XP_022343510.1	GO:0005737,GO:0005815,GO:0007010,GO:0008092,GO:0032991
XP_022343509.1	GO:0005737,GO:0005815,GO:0007010,GO:0008092,GO:0032991
XP_022344819.1	
XP_022336952.1	GO:0006464,GO:0016301,GO:0043167
XP_022345925.1	
XP_022342232.1	
XP_022342233.1	GO:0003674
XP_022342234.1	GO:0003674
XP_022342235.1	GO:0003674
XP_022343642.1	
XP_022337340.1	
XP_022338410.1	
XP_022343944.1	GO:0005886,GO:0022857
XP_022340196.1	GO:0007010,GO:0007049,GO:0065003
XP_022340194.1	GO:0007010,GO:0007049,GO:0065003
XP_022340197.1	GO:0007010,GO:0007049,GO:0065003
XP_022341554.1	GO:0006464,GO:0016301,GO:0043167
XP_022345869.1	GO:0003674
XP_022343223.1	
XP_022341992.1	
XP_022341995.1	
XP_022341993.1	
XP_022341994.1	
XP_022342343.1	
XP_022342344.1	
XP_022342345.1	GO:0005886,GO:0022857,GO:0032991,GO:0065003
XP_022345422.1	
XP_022337518.1	
XP_022344297.1	GO:0003674,GO:0005575,GO:0007165
XP_022344298.1	GO:0003674,GO:0005575,GO:0007165
XP_022342565.1	GO:0005575,GO:0022857
XP_022342564.1	
XP_022344812.1	
XP_022344815.1	
XP_022344814.1	
XP_022344813.1	
XP_022337107.1	GO:0006397
XP_022344243.1	
XP_022335628.1	
XP_022336803.1	GO:0005575,GO:0007155,GO:0043167
XP_022336809.1	GO:0003674
XP_022336810.1	GO:0003674
XP_022336811.1	GO:0003674
XP_022336812.1	GO:0003674
XP_022336826.1	GO:0006412,GO:0006464
XP_022336804.1	GO:0005840,GO:0008135
XP_022336805.1	GO:0005840,GO:0008135
XP_022336830.1	
XP_022336825.1	GO:0005575,GO:0022857
XP_022336823.1	
XP_022336829.1	GO:0006397
XP_022336827.1	
XP_022336828.1	
XP_022335843.1	
XP_022336802.1	GO:0005575,GO:0007155,GO:0043167
XP_022336806.1	GO:0003674
XP_022336807.1	GO:0003674
XP_022336808.1	GO:0003674
XP_022339249.1	GO:0006412,GO:0006464
XP_022339245.1	GO:0005840,GO:0008135
XP_022339247.1	GO:0005840,GO:0008135
XP_022339246.1	GO:0005840,GO:0008135
XP_022339250.1	
XP_022339251.1	
XP_022339252.1	GO:0003674
XP_022339253.1	GO:0003674
XP_022339213.1	GO:0005634,GO:0006464,GO:0007049,GO:0009058,GO:0034641
XP_022339214.1	GO:0043167
XP_022342812.1	GO:0043167
XP_022335678.1	
XP_022345705.1	
XP_022344476.1	GO:0003674
XP_022335645.1	
XP_022286354.1	
XP_022345731.1	GO:0016746
XP_022345732.1	GO:0016746
XP_022345734.1	GO:0016746
XP_022343675.1	GO:0003674
XP_022338768.1	GO:0003674
XP_022338767.1	GO:0003674
XP_022338766.1	GO:0005654,GO:0016192,GO:0032991
XP_022338765.1	GO:0005654,GO:0032991
XP_022336591.1	
XP_022336592.1	
XP_022346027.1	GO:0005575,GO:0006464,GO:0007165,GO:0009058,GO:0016301,GO:0016829,GO:0034641,GO:0043167,GO:0044281
XP_022346028.1	GO:0005575,GO:0006464,GO:0007165,GO:0009058,GO:0016301,GO:0016829,GO:0034641,GO:0043167,GO:0044281
XP_022346029.1	GO:0003674
XP_022335846.1	
XP_022341785.1	GO:0005575,GO:0006950,GO:0007155,GO:0040007,GO:0048856
XP_022341777.1	GO:0003677,GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022341779.1	
XP_022341778.1	
XP_022341780.1	
XP_022341754.1	GO:0000003,GO:0005794
XP_022341755.1	GO:0000003,GO:0005794
XP_022341756.1	GO:0000003,GO:0005794
XP_022341770.1	GO:0005575,GO:0022857
XP_022341768.1	GO:0005575,GO:0022857
XP_022341767.1	GO:0005575,GO:0022857
XP_022341769.1	GO:0005575,GO:0022857
XP_022341773.1	
XP_022341775.1	
XP_022341774.1	
XP_022341771.1	
XP_022341783.1	
XP_022341782.1	GO:0003674,GO:0005575,GO:0006810
XP_022341784.1	
XP_022341762.1	GO:0003674,GO:0005575,GO:0055085
XP_022341763.1	GO:0003674,GO:0005575,GO:0055085
XP_022341787.1	GO:0005575,GO:0005975,GO:0016798
XP_022341765.1	GO:0016491,GO:0043167
XP_022341776.1	GO:0043167
XP_022341766.1	GO:0016491,GO:0043167
XP_022340745.1	
XP_022340743.1	
XP_022340742.1	
XP_022340744.1	
XP_022346147.1	GO:0005634,GO:0005694,GO:0009058,GO:0032991
XP_022345609.1	
XP_022337386.1	
XP_022337388.1	
XP_022337387.1	
XP_022342146.1	
XP_022338178.1	GO:0005615,GO:0030234
XP_022338180.1	GO:0005615,GO:0030234
XP_022338179.1	GO:0005615,GO:0030234
XP_022338187.1	GO:0003674,GO:0005575,GO:0007165
XP_022338186.1	GO:0003674,GO:0005575,GO:0007165
XP_022338188.1	GO:0003674,GO:0005575,GO:0007165
XP_022338185.1	GO:0003674,GO:0005575,GO:0007165
XP_022338184.1	GO:0003674,GO:0005575,GO:0007165
XP_022338182.1	GO:0003674,GO:0005575,GO:0007165
XP_022338183.1	GO:0003674,GO:0005575,GO:0007165
XP_022338181.1	GO:0003674,GO:0005575,GO:0007165
XP_022340293.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340292.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340291.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340290.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340297.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340296.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022340294.1	GO:0003700,GO:0005622,GO:0009058,GO:0032991,GO:0034641
XP_022343976.1	GO:0004518,GO:0006397,GO:0006464,GO:0016301,GO:0043167
XP_022343977.1	GO:0006605,GO:0007005,GO:0016491,GO:0055085
XP_022337754.1	
XP_022342320.1	GO:0003677
XP_022340445.1	GO:0003674
XP_022340442.1	GO:0003674
XP_022340443.1	GO:0003674
XP_022340444.1	GO:0003674
XP_022343191.1	
XP_022338881.1	GO:0003674,GO:0005575,GO:0007165
XP_022343352.1	GO:0005654,GO:0032991
XP_022344322.1	GO:0005622,GO:0016192
XP_022343962.1	
XP_022341305.1	
XP_022335848.1	GO:0003674
XP_022337650.1	GO:0006810,GO:0008289,GO:0043167
XP_022345894.1	
XP_022343577.1	
XP_022343576.1	
XP_022341102.1	GO:0005622,GO:0007165,GO:0030234,GO:0032991
XP_022341101.1	GO:0005622,GO:0007165,GO:0030234,GO:0032991
XP_022341103.1	GO:0005622,GO:0007165,GO:0030234,GO:0032991
XP_022343035.1	GO:0003674
XP_022343037.1	
XP_022343038.1	
XP_022343036.1	
XP_022343039.1	
XP_022343042.1	
XP_022343040.1	
XP_022343041.1	
XP_022343045.1	
XP_022343044.1	
XP_022343032.1	GO:0003674
XP_022343031.1	GO:0003674
XP_022343033.1	GO:0003674
XP_022345692.1	GO:0005739
XP_022345690.1	GO:0005739
XP_022345689.1	GO:0005739
XP_022343586.1	
XP_022343062.1	GO:0003677,GO:0003700,GO:0005634,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022343060.1	GO:0003677,GO:0003700,GO:0005634,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022343061.1	GO:0003677,GO:0003700,GO:0005634,GO:0009058,GO:0032991,GO:0034641,GO:0043167
XP_022335557.1	
XP_022335556.1	
XP_022337626.1	GO:0003674
XP_022337628.1	GO:0003674
XP_022337625.1	GO:0003674
XP_022337627.1	GO:0003674
XP_022337629.1	GO:0003674
XP_022337631.1	GO:0005840,GO:0006457,GO:0008135
XP_022337624.1	
XP_022286145.1	GO:0003674
XP_022336513.1	GO:0034655
XP_022341931.1	GO:0003674
XP_022345806.1	
XP_022345808.1	
XP_022345807.1	
XP_022345875.1	GO:0003674,GO:0005575,GO:0006629,GO:0009058
XP_022345876.1	
XP_022343682.1	GO:0003677,GO:0043167
XP_022343683.1	
XP_022345336.1	GO:0003674
XP_022345338.1	GO:0003674
XP_022345339.1	
XP_022335849.1	GO:0005975,GO:0016798,GO:0043167
XP_022345335.1	GO:0005975,GO:0016798
XP_022335850.1	GO:0005975,GO:0016798
XP_022345334.1	GO:0005975,GO:0016798
XP_022345340.1	GO:0003674,GO:0005575,GO:0007165
XP_022345341.1	GO:0003674,GO:0005575,GO:0007165
XP_022337729.1	
XP_022338650.1	GO:0003674,GO:0005575,GO:0007165
XP_022338652.1	GO:0003674,GO:0005575,GO:0007165
XP_022338653.1	GO:0003674,GO:0005575,GO:0007165
XP_022338654.1	GO:0003674,GO:0005575,GO:0007165
XP_022338251.1	GO:0003674,GO:0005575,GO:0007165
XP_022338252.1	GO:0003674,GO:0005575,GO:0007165
XP_022338250.1	GO:0003674,GO:0005575,GO:0007165
XP_022343538.1	GO:0003674,GO:0007165
XP_022343537.1	GO:0003674,GO:0007165
XP_022343535.1	
XP_022344576.1	
XP_022336191.1	
XP_022341566.1	GO:0003674
XP_022341567.1	GO:0003674
XP_022337407.1	GO:0003674
XP_022337408.1	GO:0003674
XP_022337409.1	
XP_022339988.1	GO:0007010,GO:0008092,GO:0022607
XP_022339987.1	
XP_022339985.1	
XP_022339986.1	
XP_022342576.1	GO:0005975,GO:0016798
XP_022342574.1	GO:0005975,GO:0016798
XP_022342575.1	GO:0005975,GO:0016798
XP_022342573.1	GO:0005975,GO:0016798
XP_022342579.1	GO:0043167
XP_022342580.1	GO:0003674
XP_022342583.1	GO:0003674
XP_022342582.1	GO:0003674
XP_022342584.1	GO:0003674
XP_022342581.1	GO:0003674
XP_022342572.1	
XP_022342585.1	GO:0005635,GO:0043167
XP_022339464.1	
XP_022338649.1	GO:0043167
XP_022343554.1	
XP_022343553.1	
XP_022342025.1	GO:0003674,GO:0005622,GO:0006464,GO:0009056,GO:0032991
XP_022340717.1	
XP_022340718.1	
XP_022340712.1	GO:0030234
XP_022340713.1	GO:0030234
XP_022340714.1	GO:0030234
XP_022340716.1	GO:0003674
XP_022340715.1	GO:0003674
XP_022340719.1	GO:0005575,GO:0007165,GO:0009058,GO:0016829,GO:0022857,GO:0034641,GO:0044281
XP_022346187.1	
XP_022337637.1	GO:0003677,GO:0009058,GO:0034641
XP_022337638.1	GO:0003677,GO:0009058,GO:0034641
XP_022337639.1	GO:0003677,GO:0009058,GO:0034641
XP_022337641.1	GO:0003677,GO:0009058,GO:0034641
XP_022337640.1	GO:0003677,GO:0009058,GO:0034641
XP_022337644.1	
XP_022337643.1	
XP_022337645.1	
XP_022337646.1	
XP_022338974.1	GO:0005737,GO:0005856,GO:0007010,GO:0008092,GO:0032991,GO:0065003
XP_022343001.1	GO:0008219
XP_022343005.1	GO:0008219
XP_022343004.1	GO:0008219
XP_022343003.1	GO:0008219
XP_022343006.1	GO:0008219
XP_022343002.1	GO:0008219
XP_022335853.1	GO:0043167
XP_022344040.1	
XP_022344039.1	
XP_022343836.1	
XP_022343835.1	
XP_022345613.1	GO:0003674
XP_022343965.1	GO:0003674
XP_022344691.1	
XP_022344690.1	
XP_022344697.1	
XP_022344695.1	
XP_022344696.1	
XP_022344692.1	
XP_022344693.1	
XP_022344700.1	
XP_022344699.1	
XP_022344688.1	
XP_022344689.1	
XP_022344694.1	
XP_022340676.1	
XP_022340675.1	GO:0003674
XP_022340674.1	GO:0003674
XP_022337985.1	
XP_022345444.1	GO:0005575,GO:0022857
XP_022345448.1	
XP_022345445.1	
XP_022345446.1	
XP_022336951.1	
XP_022337465.1	
XP_022337464.1	
XP_022344001.1	
XP_022335434.1	GO:0005575,GO:0022857
XP_022340636.1	GO:0032182
XP_022340639.1	GO:0032182
XP_022340635.1	GO:0032182
XP_022340638.1	
XP_022340634.1	
XP_022337521.1	GO:0003674
XP_022337519.1	
XP_022340484.1	
XP_022338107.1	
XP_022338106.1	GO:0003674,GO:0005575,GO:0006629,GO:0009058
XP_022339862.1	GO:0003674
XP_022339863.1	GO:0003674
XP_022339864.1	GO:0003674
XP_022342388.1	GO:0003674
XP_022344674.1	
XP_022336450.1	
XP_022336451.1	GO:0003674
XP_022342374.1	GO:0003674
XP_022344620.1	GO:0016491,GO:0042592
XP_022342952.1	GO:0022857
XP_022337396.1	GO:0005768,GO:0016192,GO:0032991
XP_022337395.1	GO:0005768,GO:0016192,GO:0032991
XP_022338123.1	
XP_022286332.1	
XP_022286333.1	
XP_022286331.1	
XP_022286335.1	
XP_022286334.1	
XP_022286330.1	
XP_022340963.1	GO:0003674
XP_022340961.1	GO:0003674
XP_022340962.1	GO:0003674
XP_022338216.1	GO:0008168
XP_022338215.1	GO:0008168
XP_022338217.1	GO:0008168
XP_022338218.1	GO:0008168
XP_022339154.1	GO:0003674
XP_022339153.1	GO:0003674
XP_022339155.1	GO:0005634,GO:0009058
XP_022339150.1	GO:0003674
XP_022339151.1	GO:0003674
XP_022339152.1	GO:0003674
XP_022337039.1	
XP_022342673.1	
XP_022344484.1	
XP_022344869.1	GO:0003674
XP_022340552.1	GO:0003674,GO:0006464
XP_022335857.1	
XP_022343270.1	GO:0043167
XP_022343271.1	GO:0043167
XP_022343268.1	GO:0043167
XP_022343269.1	GO:0043167
XP_022343267.1	GO:0043167
XP_022335858.1	GO:0003674
XP_022342990.1	
XP_022344032.1	GO:0003674
XP_022344031.1	GO:0003674
XP_022344033.1	GO:0005840,GO:0008135
XP_022337341.1	
XP_022338679.1	GO:0003674
XP_022338680.1	GO:0003674
XP_022338444.1	GO:0003674
XP_022341390.1	
XP_022345151.1	GO:0003674,GO:0005575,GO:0007165
XP_022346181.1	GO:0008289,GO:0016192,GO:0043167
XP_022346184.1	GO:0008289,GO:0016192,GO:0043167
XP_022346185.1	GO:0008289,GO:0016192,GO:0043167
XP_022346183.1	GO:0008289,GO:0016192,GO:0043167
XP_022346182.1	GO:0008289,GO:0016192,GO:0043167
XP_022335860.1	
XP_022343228.1	GO:0005622,GO:0008092
XP_022336490.1	
XP_022344686.1	
XP_022343658.1	
XP_022336382.1	
XP_022344779.1	
XP_022344777.1	
XP_022344776.1	
XP_022344775.1	
XP_022342245.1	GO:0008289
XP_022342243.1	GO:0008289
XP_022342244.1	GO:0008289
XP_022342240.1	
XP_022342242.1	
XP_022342241.1	
XP_022341999.1	
XP_022342871.1	
XP_022342879.1	
XP_022335861.1	
XP_022342864.1	
XP_022342865.1	
XP_022335862.1	
XP_022335864.1	
XP_022335865.1	
XP_022335866.1	GO:0003674,GO:0006259
XP_022335867.1	
XP_022342875.1	
XP_022342873.1	
XP_022342874.1	GO:0003674
XP_022342861.1	
XP_022342862.1	GO:0003674
XP_022342815.1	
XP_022342814.1	
XP_022342860.1	GO:0003674
XP_022342817.1	
XP_022342821.1	
XP_022342822.1	
XP_022342820.1	
XP_022342825.1	
XP_022342828.1	
XP_022342819.1	
XP_022342829.1	
XP_022342826.1	
XP_022342830.1	
XP_022342833.1	
XP_022342832.1	
XP_022342836.1	
XP_022342834.1	
XP_022342837.1	
XP_022342838.1	
XP_022342831.1	
XP_022342843.1	
XP_022342841.1	
XP_022342844.1	
XP_022342839.1	
XP_022342845.1	
XP_022342846.1	
XP_022342835.1	
XP_022342847.1	
XP_022342842.1	
XP_022342818.1	
XP_022342823.1	
XP_022342848.1	
XP_022342827.1	
XP_022342849.1	
XP_022342851.1	
XP_022342840.1	
XP_022335868.1	
XP_022342813.1	
XP_022342816.1	GO:0003674,GO:0005575,GO:0007165
XP_022335869.1	GO:0008289,GO:0016192,GO:0043167
XP_022342883.1	GO:0005622,GO:0008092
XP_022342878.1	
XP_022342856.1	
XP_022342855.1	
XP_022342885.1	
XP_022342854.1	
XP_022342876.1	GO:0003674
XP_022342853.1	
XP_022342852.1	
XP_022342882.1	GO:0008289
XP_022342880.1	GO:0008289
XP_022342881.1	GO:0008289
XP_022342857.1	
XP_022342859.1	
XP_022342858.1	
XP_022342872.1	
XP_022342866.1	
XP_022342867.1	
XP_022342868.1	
XP_022342869.1	
XP_022342870.1	
XP_022342562.1	
XP_022342560.1	
XP_022335871.1	
XP_022342563.1	
XP_022335872.1	GO:0003674
XP_022342559.1	
XP_022345558.1	
XP_022344518.1	
XP_022344517.1	GO:0003674
XP_022345074.1	
XP_022345075.1	GO:0003674
XP_022344655.1	
XP_022344654.1	
XP_022343153.1	GO:0003674
XP_022340198.1	
XP_022340205.1	
XP_022340202.1	
XP_022340204.1	
XP_022340207.1	
XP_022340201.1	
XP_022340206.1	
